"REPORT_DT","LOCATION","ORIGIN_NM","COMMODITY","disposition"
"2021-05-13","WA Blaine CBP","Mexico","Mokara","OK Inspected"
"2021-05-14","VA Dulles CBP","Netherlands","Protea","OK Inspected"
"2021-05-15","HI Honolulu CBP","India","Agapanthus","OK Inspected"
"2021-05-15","WA Seattle Air CBP","Mexico","Aegilops","OK Inspected"
"2021-05-16","HI Honolulu CBP","Tanzania","Aegilops","OK Inspected"
"2021-05-17","WA Blaine CBP","Japan","Liatris","OK Inspected"
"2021-05-17","VA Dulles CBP","Japan","Hyacinthus","OK Inspected"
"2021-05-18","VA Dulles CBP","Tanzania","Rosa","OK Inspected"
"2021-05-19","AZ Phoenix CBP","India","Protea","OK Inspected"
"2021-05-19","TX Brownsville CBP","Israel","Agapanthus","OK Inspected"
"2021-05-20","AZ Phoenix CBP","India","Protea","OK Inspected"
"2021-05-21","FL Miami Air CBP","Tanzania","Liatris","OK Inspected"
"2021-05-21","VA Dulles CBP","Mexico","Aegilops","OK Inspected"
"2021-05-22","FL Miami Air CBP","Japan","Rosa","OK Inspected"
"2021-05-23","TX Brownsville CBP","Japan","Agapanthus","OK Inspected"
"2021-05-23","VA Dulles CBP","Tanzania","Agapanthus","OK Inspected"
"2021-05-24","WA Blaine CBP","Israel","Rosa","CFRP Not Inspected"
"2021-05-25","NY JFK CBP","Tanzania","Hyacinthus","OK Inspected"
"2021-05-25","FL Miami Air CBP","New Zealand","Aegilops","OK Inspected"
"2021-05-26","TX Brownsville CBP","Mexico","Mokara","OK Inspected"
"2021-05-27","FL Miami Air CBP","Tanzania","Rosa","OK Inspected"
"2021-05-27","CA San Francisco CBP","Japan","Agapanthus","OK Inspected"
"2021-05-28","FL Miami Air CBP","Tanzania","Anemone","OK Inspected"
"2021-05-29","FL Miami Air CBP","Netherlands","Protea","OK Inspected"
"2021-05-29","AZ Phoenix CBP","Israel","Rosa","OK Inspected"
"2021-05-30","WA Blaine CBP","India","Aegilops","OK Inspected"
"2021-05-31","TX Brownsville CBP","Netherlands","Anemone","OK Inspected"
"2021-05-31","CA San Francisco CBP","India","Aegilops","OK Inspected"
"2021-06-01","HI Honolulu CBP","Israel","Protea","OK Inspected"
"2021-06-02","HI Honolulu CBP","Israel","Protea","OK Inspected"
"2021-06-02","FL Miami Air CBP","India","Agapanthus","OK Inspected"
"2021-06-03","TX Brownsville CBP","Israel","Hyacinthus","OK Inspected"
"2021-06-04","WA Seattle Air CBP","Israel","Protea","OK Inspected"
"2021-06-04","WA Blaine CBP","India","Actinidia","OK Inspected"
"2021-06-05","VA Dulles CBP","Mexico","Liatris","OK Inspected"
"2021-06-06","VA Dulles CBP","Israel","Agapanthus","OK Inspected"
"2021-06-06","AZ Phoenix CBP","Tanzania","Liatris","OK Inspected"
"2021-06-07","HI Honolulu CBP","Netherlands","Aegilops","OK Inspected"
"2021-06-08","WA Blaine CBP","New Zealand","Aegilops","OK Inspected"
"2021-06-08","VA Dulles CBP","Netherlands","Aegilops","Pest Found"
"2021-06-09","CA San Francisco CBP","Tanzania","Aegilops","OK Inspected"
"2021-06-10","WA Seattle Air CBP","Mexico","Gerbera","Pest Found"
"2021-06-10","WA Seattle Air CBP","Tanzania","Gerbera","CFRP Not Inspected"
"2021-06-11","AZ Phoenix CBP","Israel","Mokara","OK Inspected"
"2021-06-12","HI Honolulu CBP","Israel","Agapanthus","OK Inspected"
"2021-06-12","WA Blaine CBP","India","Hyacinthus","OK Inspected"
"2021-06-13","VA Dulles CBP","India","Agapanthus","OK Inspected"
"2021-06-14","FL Miami Air CBP","Mexico","Hyacinthus","OK Inspected"
"2021-06-14","TX Brownsville CBP","Japan","Mokara","OK Inspected"
"2021-06-15","AZ Phoenix CBP","Tanzania","Actinidia","OK Inspected"
"2021-06-16","CA San Francisco CBP","Netherlands","Hyacinthus","OK Inspected"
"2021-06-16","WA Seattle Air CBP","Tanzania","Aegilops","OK Inspected"
"2021-06-17","CA San Francisco CBP","New Zealand","Liatris","OK Inspected"
"2021-06-18","WA Blaine CBP","India","Aegilops","OK Inspected"
"2021-06-18","WA Seattle Air CBP","India","Liatris","OK Inspected"
"2021-06-19","CA San Francisco CBP","Israel","Anemone","OK Inspected"
"2021-06-20","AZ Phoenix CBP","Netherlands","Actinidia","OK Inspected"
"2021-06-20","TX Brownsville CBP","Mexico","Rosa","OK Inspected"
"2021-06-21","WA Seattle Air CBP","Tanzania","Agapanthus","OK Inspected"
"2021-06-22","VA Dulles CBP","Japan","Actinidia","OK Inspected"
"2021-06-22","WA Seattle Air CBP","Israel","Anemone","OK Inspected"
"2021-06-23","TX Brownsville CBP","India","Rosa","OK Inspected"
"2021-06-24","TX Brownsville CBP","Netherlands","Anemone","OK Inspected"
"2021-06-24","NY JFK CBP","Mexico","Hyacinthus","OK Inspected"
"2021-06-25","WA Blaine CBP","Israel","Mokara","OK Inspected"
"2021-06-26","VA Dulles CBP","Mexico","Anemone","OK Inspected"
"2021-06-26","FL Miami Air CBP","Japan","Liatris","OK Inspected"
"2021-06-27","NY JFK CBP","Mexico","Anemone","OK Inspected"
"2021-06-28","VA Dulles CBP","Tanzania","Agapanthus","OK Inspected"
"2021-06-28","WA Seattle Air CBP","Mexico","Mokara","OK Inspected"
"2021-06-29","AZ Phoenix CBP","India","Hyacinthus","OK Inspected"
"2021-06-30","VA Dulles CBP","Israel","Actinidia","CFRP Not Inspected"
"2021-06-30","VA Dulles CBP","Netherlands","Gerbera","OK Inspected"
"2021-07-01","FL Miami Air CBP","New Zealand","Liatris","OK Inspected"
"2021-07-02","NY JFK CBP","Netherlands","Mokara","OK Inspected"
"2021-07-02","WA Blaine CBP","Netherlands","Protea","OK Inspected"
"2021-07-03","TX Brownsville CBP","India","Liatris","OK Inspected"
"2021-07-04","AZ Phoenix CBP","Mexico","Hyacinthus","OK Inspected"
"2021-07-04","CA San Francisco CBP","Mexico","Gerbera","OK Inspected"
"2021-07-05","AZ Phoenix CBP","Israel","Aegilops","Pest Found"
"2021-07-06","TX Brownsville CBP","Netherlands","Agapanthus","OK Inspected"
"2021-07-06","WA Seattle Air CBP","India","Agapanthus","OK Inspected"
"2021-07-07","AZ Phoenix CBP","India","Gerbera","OK Inspected"
"2021-07-08","FL Miami Air CBP","Netherlands","Actinidia","OK Inspected"
"2021-07-08","CA San Francisco CBP","India","Anemone","OK Inspected"
"2021-07-09","CA San Francisco CBP","New Zealand","Rosa","OK Inspected"
"2021-07-10","VA Dulles CBP","Netherlands","Protea","OK Inspected"
"2021-07-10","AZ Phoenix CBP","New Zealand","Rosa","OK Inspected"
"2021-07-11","NY JFK CBP","Tanzania","Agapanthus","OK Inspected"
"2021-07-12","VA Dulles CBP","Tanzania","Agapanthus","OK Inspected"
"2021-07-12","TX Brownsville CBP","Tanzania","Mokara","OK Inspected"
"2021-07-13","CA San Francisco CBP","Tanzania","Hyacinthus","OK Inspected"
"2021-07-14","AZ Phoenix CBP","Israel","Mokara","OK Inspected"
"2021-07-14","CA San Francisco CBP","Netherlands","Actinidia","CFRP Not Inspected"
"2021-07-15","VA Dulles CBP","India","Protea","OK Inspected"
"2021-07-16","AZ Phoenix CBP","Mexico","Anemone","OK Inspected"
"2021-07-16","WA Seattle Air CBP","Netherlands","Gerbera","OK Inspected"
"2021-07-17","AZ Phoenix CBP","Israel","Anemone","OK Inspected"
"2021-07-18","NY JFK CBP","Mexico","Hyacinthus","OK Inspected"
"2021-07-18","NY JFK CBP","India","Hyacinthus","OK Inspected"
"2021-07-19","HI Honolulu CBP","Tanzania","Rosa","CFRP Not Inspected"
"2021-07-20","AZ Phoenix CBP","Mexico","Liatris","OK Inspected"
"2021-07-20","TX Brownsville CBP","New Zealand","Liatris","OK Inspected"
"2021-07-21","AZ Phoenix CBP","India","Rosa","OK Inspected"
"2021-07-22","HI Honolulu CBP","New Zealand","Liatris","OK Inspected"
"2021-07-22","NY JFK CBP","Israel","Agapanthus","OK Inspected"
"2021-07-23","HI Honolulu CBP","Netherlands","Rosa","OK Inspected"
"2021-07-24","TX Brownsville CBP","Israel","Liatris","OK Inspected"
"2021-07-24","CA San Francisco CBP","Tanzania","Gerbera","Pest Found"
"2021-07-25","WA Seattle Air CBP","Japan","Gerbera","OK Inspected"
"2021-07-26","VA Dulles CBP","India","Liatris","OK Inspected"
"2021-07-26","VA Dulles CBP","Netherlands","Rosa","OK CFRP Inspected"
"2021-07-27","AZ Phoenix CBP","Mexico","Rosa","CFRP Not Inspected"
"2021-07-28","CA San Francisco CBP","Mexico","Anemone","OK Inspected"
"2021-07-28","HI Honolulu CBP","Netherlands","Actinidia","OK Inspected"
"2021-07-29","FL Miami Air CBP","Tanzania","Mokara","OK Inspected"
"2021-07-30","VA Dulles CBP","Israel","Aegilops","OK Inspected"
"2021-07-30","AZ Phoenix CBP","Netherlands","Aegilops","OK Inspected"
"2021-07-31","WA Blaine CBP","Mexico","Anemone","OK Inspected"
"2021-08-01","CA San Francisco CBP","Japan","Rosa","OK Inspected"
"2021-08-01","CA San Francisco CBP","Japan","Agapanthus","OK Inspected"
"2021-08-02","CA San Francisco CBP","Tanzania","Agapanthus","OK Inspected"
"2021-08-03","FL Miami Air CBP","Netherlands","Actinidia","OK Inspected"
"2021-08-03","WA Seattle Air CBP","Japan","Rosa","OK Inspected"
"2021-08-04","HI Honolulu CBP","India","Aegilops","OK Inspected"
"2021-08-05","VA Dulles CBP","Israel","Aegilops","OK Inspected"
"2021-08-05","VA Dulles CBP","New Zealand","Mokara","OK Inspected"
"2021-08-06","AZ Phoenix CBP","New Zealand","Aegilops","OK Inspected"
"2021-08-07","WA Seattle Air CBP","Mexico","Liatris","OK Inspected"
"2021-08-07","HI Honolulu CBP","Japan","Protea","OK Inspected"
"2021-08-08","CA San Francisco CBP","New Zealand","Anemone","OK Inspected"
"2021-08-09","TX Brownsville CBP","New Zealand","Liatris","OK Inspected"
"2021-08-09","VA Dulles CBP","Japan","Protea","OK Inspected"
"2021-08-10","CA San Francisco CBP","Mexico","Hyacinthus","OK Inspected"
"2021-08-11","CA San Francisco CBP","Tanzania","Rosa","CFRP Not Inspected"
"2021-08-11","FL Miami Air CBP","India","Aegilops","OK Inspected"
"2021-08-12","AZ Phoenix CBP","Netherlands","Gerbera","OK Inspected"
"2021-08-13","CA San Francisco CBP","Israel","Agapanthus","OK Inspected"
"2021-08-13","WA Seattle Air CBP","Japan","Hyacinthus","CFRP Not Inspected"
"2021-08-14","NY JFK CBP","Netherlands","Gerbera","OK Inspected"
"2021-08-15","CA San Francisco CBP","Netherlands","Hyacinthus","OK Inspected"
"2021-08-15","CA San Francisco CBP","Israel","Gerbera","CFRP Not Inspected"
"2021-08-16","NY JFK CBP","Netherlands","Hyacinthus","OK Inspected"
"2021-08-17","AZ Phoenix CBP","Israel","Actinidia","CFRP Not Inspected"
"2021-08-17","VA Dulles CBP","Mexico","Agapanthus","OK Inspected"
"2021-08-18","VA Dulles CBP","Israel","Aegilops","OK Inspected"
"2021-08-19","AZ Phoenix CBP","Netherlands","Rosa","OK Inspected"
"2021-08-19","FL Miami Air CBP","Netherlands","Aegilops","OK Inspected"
"2021-08-20","WA Blaine CBP","India","Gerbera","OK Inspected"
"2021-08-21","HI Honolulu CBP","Japan","Aegilops","OK Inspected"
"2021-08-21","VA Dulles CBP","Israel","Actinidia","CFRP Not Inspected"
"2021-08-22","VA Dulles CBP","India","Anemone","OK Inspected"
"2021-08-23","NY JFK CBP","Tanzania","Aegilops","OK Inspected"
"2021-08-23","VA Dulles CBP","Tanzania","Protea","OK Inspected"
"2021-08-24","NY JFK CBP","Tanzania","Liatris","OK Inspected"
"2021-08-25","VA Dulles CBP","New Zealand","Hyacinthus","OK Inspected"
"2021-08-25","WA Seattle Air CBP","Israel","Rosa","OK Inspected"
"2021-08-26","WA Blaine CBP","New Zealand","Mokara","OK Inspected"
"2021-08-27","VA Dulles CBP","Tanzania","Protea","OK Inspected"
"2021-08-27","VA Dulles CBP","Netherlands","Liatris","OK Inspected"
"2021-08-28","TX Brownsville CBP","India","Agapanthus","OK Inspected"
"2021-08-29","NY JFK CBP","Mexico","Hyacinthus","OK Inspected"
"2021-08-29","FL Miami Air CBP","New Zealand","Agapanthus","OK Inspected"
"2021-08-30","FL Miami Air CBP","Japan","Actinidia","OK Inspected"
"2021-08-31","AZ Phoenix CBP","Tanzania","Liatris","OK Inspected"
"2021-08-31","VA Dulles CBP","Mexico","Agapanthus","OK Inspected"
"2021-09-01","CA San Francisco CBP","Mexico","Agapanthus","OK Inspected"
"2021-09-02","FL Miami Air CBP","Japan","Liatris","OK Inspected"
"2021-09-02","VA Dulles CBP","Japan","Anemone","OK Inspected"
"2021-09-03","FL Miami Air CBP","Tanzania","Gerbera","OK Inspected"
"2021-09-04","FL Miami Air CBP","Tanzania","Aegilops","OK Inspected"
"2021-09-04","FL Miami Air CBP","Israel","Gerbera","OK Inspected"
"2021-09-05","VA Dulles CBP","New Zealand","Protea","OK Inspected"
"2021-09-06","AZ Phoenix CBP","Mexico","Anemone","OK Inspected"
"2021-09-06","VA Dulles CBP","Tanzania","Hyacinthus","OK Inspected"
"2021-09-07","WA Seattle Air CBP","New Zealand","Hyacinthus","OK Inspected"
"2021-09-08","AZ Phoenix CBP","New Zealand","Aegilops","OK Inspected"
"2021-09-08","WA Seattle Air CBP","Israel","Agapanthus","OK Inspected"
"2021-09-09","WA Seattle Air CBP","Tanzania","Protea","OK Inspected"
"2021-09-10","NY JFK CBP","Netherlands","Agapanthus","OK Inspected"
"2021-09-10","WA Seattle Air CBP","Mexico","Hyacinthus","OK Inspected"
"2021-09-11","WA Blaine CBP","New Zealand","Hyacinthus","OK Inspected"
"2021-09-12","NY JFK CBP","Netherlands","Mokara","OK Inspected"
"2021-09-12","HI Honolulu CBP","Israel","Agapanthus","OK Inspected"
"2021-09-13","CA San Francisco CBP","Mexico","Agapanthus","OK Inspected"
"2021-09-14","VA Dulles CBP","Japan","Gerbera","OK Inspected"
"2021-09-14","CA San Francisco CBP","Netherlands","Aegilops","OK Inspected"
"2021-09-15","NY JFK CBP","Mexico","Hyacinthus","OK Inspected"
"2021-09-16","WA Blaine CBP","New Zealand","Hyacinthus","OK Inspected"
"2021-09-16","WA Blaine CBP","Netherlands","Mokara","OK Inspected"
"2021-09-17","HI Honolulu CBP","New Zealand","Rosa","OK Inspected"
"2021-09-18","CA San Francisco CBP","New Zealand","Protea","Pest Found"
"2021-09-18","VA Dulles CBP","Tanzania","Gerbera","OK Inspected"
"2021-09-19","NY JFK CBP","Israel","Gerbera","OK Inspected"
"2021-09-20","FL Miami Air CBP","Israel","Liatris","OK Inspected"
"2021-09-20","WA Seattle Air CBP","Israel","Protea","OK Inspected"
"2021-09-21","WA Seattle Air CBP","Mexico","Liatris","OK Inspected"
"2021-09-22","VA Dulles CBP","New Zealand","Hyacinthus","OK Inspected"
"2021-09-22","AZ Phoenix CBP","Mexico","Anemone","OK Inspected"
"2021-09-23","HI Honolulu CBP","India","Rosa","OK Inspected"
"2021-09-24","WA Blaine CBP","India","Liatris","OK Inspected"
"2021-09-24","WA Blaine CBP","Mexico","Protea","OK Inspected"
"2021-09-25","HI Honolulu CBP","New Zealand","Anemone","OK Inspected"
"2021-09-26","CA San Francisco CBP","Tanzania","Rosa","OK Inspected"
"2021-09-26","HI Honolulu CBP","Israel","Agapanthus","OK Inspected"
"2021-09-27","FL Miami Air CBP","New Zealand","Aegilops","OK Inspected"
"2021-09-28","FL Miami Air CBP","Netherlands","Anemone","OK Inspected"
"2021-09-28","FL Miami Air CBP","Japan","Agapanthus","OK Inspected"
"2021-09-29","WA Seattle Air CBP","Netherlands","Aegilops","OK Inspected"
"2021-09-30","TX Brownsville CBP","Israel","Aegilops","OK Inspected"
"2021-09-30","FL Miami Air CBP","India","Agapanthus","OK Inspected"
"2021-10-01","NY JFK CBP","Israel","Aegilops","OK Inspected"
"2021-10-02","WA Blaine CBP","Mexico","Agapanthus","OK Inspected"
"2021-10-02","WA Seattle Air CBP","Netherlands","Rosa","OK Inspected"
"2021-10-03","CA San Francisco CBP","New Zealand","Agapanthus","OK Inspected"
"2021-10-04","FL Miami Air CBP","Netherlands","Protea","OK Inspected"
"2021-10-04","FL Miami Air CBP","Netherlands","Anemone","OK Inspected"
"2021-10-05","FL Miami Air CBP","Japan","Liatris","OK Inspected"
"2021-10-06","CA San Francisco CBP","Mexico","Aegilops","OK Inspected"
"2021-10-06","VA Dulles CBP","Netherlands","Anemone","OK Inspected"
"2021-10-07","WA Blaine CBP","Netherlands","Agapanthus","OK Inspected"
"2021-10-08","CA San Francisco CBP","Tanzania","Protea","OK Inspected"
"2021-10-08","VA Dulles CBP","New Zealand","Liatris","OK Inspected"
"2021-10-09","VA Dulles CBP","Mexico","Anemone","OK Inspected"
"2021-10-10","AZ Phoenix CBP","Mexico","Agapanthus","Pest Found"
"2021-10-10","WA Blaine CBP","Netherlands","Gerbera","OK Inspected"
"2021-10-11","AZ Phoenix CBP","Japan","Anemone","OK Inspected"
"2021-10-12","HI Honolulu CBP","Tanzania","Hyacinthus","OK Inspected"
"2021-10-12","NY JFK CBP","Japan","Rosa","OK Inspected"
"2021-10-13","HI Honolulu CBP","Israel","Liatris","OK Inspected"
"2021-10-14","CA San Francisco CBP","Tanzania","Protea","OK Inspected"
"2021-10-14","FL Miami Air CBP","Tanzania","Mokara","OK Inspected"
"2021-10-15","NY JFK CBP","Tanzania","Protea","OK Inspected"
"2021-10-16","TX Brownsville CBP","Japan","Protea","OK Inspected"
"2021-10-16","NY JFK CBP","India","Actinidia","OK Inspected"
"2021-10-17","VA Dulles CBP","Netherlands","Agapanthus","OK Inspected"
"2021-10-18","CA San Francisco CBP","Japan","Anemone","OK Inspected"
"2021-10-18","VA Dulles CBP","Netherlands","Agapanthus","OK Inspected"
"2021-10-19","WA Blaine CBP","Netherlands","Mokara","OK Inspected"
"2021-10-20","NY JFK CBP","New Zealand","Gerbera","OK Inspected"
"2021-10-20","VA Dulles CBP","India","Aegilops","OK Inspected"
"2021-10-21","TX Brownsville CBP","Netherlands","Liatris","OK Inspected"
"2021-10-22","NY JFK CBP","Japan","Agapanthus","OK Inspected"
"2021-10-22","WA Seattle Air CBP","Israel","Mokara","OK Inspected"
"2021-10-23","VA Dulles CBP","Israel","Hyacinthus","OK Inspected"
"2021-10-24","CA San Francisco CBP","Netherlands","Aegilops","OK Inspected"
"2021-10-24","CA San Francisco CBP","Mexico","Rosa","OK Inspected"
"2021-10-25","NY JFK CBP","Netherlands","Anemone","OK Inspected"
"2021-10-26","WA Blaine CBP","India","Actinidia","CFRP Not Inspected"
"2021-10-26","AZ Phoenix CBP","Japan","Agapanthus","OK Inspected"
"2021-10-27","VA Dulles CBP","Japan","Actinidia","OK Inspected"
"2021-10-28","WA Seattle Air CBP","Netherlands","Gerbera","OK Inspected"
"2021-10-28","HI Honolulu CBP","Netherlands","Agapanthus","OK Inspected"
"2021-10-29","TX Brownsville CBP","Japan","Agapanthus","Pest Found"
