,CARGO_FORM,CALENDAR_YR,ORIGIN,QUANTITY,UNIT,COMMODITY_LIST,LOCATION
1978,Northern Border Cargo,2012,CAN,80,Box/Carton,Aster,MI Port Huron
1979,Northern Border Cargo,2012,CAN,825,Box/Carton,Croton,MI Port Huron
1980,Northern Border Cargo,2012,CAN,8,Box/Carton,Lepidium,MI Port Huron
1981,Northern Border Cargo,2012,CAN,13,Box/Carton,Leucadendron,MI Port Huron
1982,Northern Border Cargo,2012,CAN,13,Box/Carton,Zantedeschia,MI Port Huron
1983,Northern Border Cargo,2012,CAN,48,Box/Carton,Chrysanthemum,MI Port Huron
1984,Northern Border Cargo,2012,CAN,25,Box/Carton,Moluccella,MI Port Huron
1985,Northern Border Cargo,2012,CAN,23,Box/Carton,Nerine,MI Port Huron
1986,Northern Border Cargo,2012,CAN,101,Box/Carton,Matthiola,MI Port Huron
1987,Northern Border Cargo,2012,CAN,11,Box/Carton,Moluccella,MI Port Huron
1988,Northern Border Cargo,2012,CAN,16,Box/Carton,Chrysanthemum,MI Port Huron
1989,Northern Border Cargo,2012,CAN,15,Box/Carton,Delphinium,MI Port Huron
1990,Northern Border Cargo,2012,CAN,15,Box/Carton,Limonium,MI Port Huron
1991,Northern Border Cargo,2012,CAN,11,Box/Carton,"Bouquet, Mixed",MI Port Huron
1992,Northern Border Cargo,2012,CAN,26,Box/Carton,Chrysanthemum (pom-pon),MI Port Huron
1993,Northern Border Cargo,2012,CAN,85,Box/Carton,Scabiosa,MI Port Huron
1994,Northern Border Cargo,2012,CAN,25,Box/Carton,Limonium,MI Port Huron
1995,Northern Border Cargo,2013,COL,25,Box/Carton,Rosa,MI Port Huron
1996,Northern Border Cargo,2013,COL,10,Box/Carton,Aster,MI Port Huron
1997,Northern Border Cargo,2013,GTM,14,Box/Carton,Ruscus,MI Port Huron
1998,Northern Border Cargo,2013,GTM,90,Box/Carton,Ruscus,MI Port Huron
1999,Northern Border Cargo,2013,GTM,24,Box/Carton,Alstroemeria,MI Port Huron
2000,Northern Border Cargo,2013,GTM,9,Box/Carton,Moluccella,MI Port Huron
2001,Northern Border Cargo,2014,GTM,8,Box/Carton,Pittosporum,MI Port Huron
2002,Northern Border Cargo,2014,GTM,9,Box/Carton,Rumohra,MI Port Huron
2003,Northern Border Cargo,2014,GTM,144,Box/Carton,Chrysanthemum,MI Port Huron
2004,Northern Border Cargo,2014,GTM,15,Box/Carton,Rosa,MI Port Huron
2005,Northern Border Cargo,2014,IND,35,Box/Carton,Rosa,MI Port Huron
2006,Northern Border Cargo,2014,IND,10,Box/Carton,Alstroemeria,MI Port Huron
2007,Northern Border Cargo,2014,ISR,21,Box/Carton,Solidago,MI Port Huron
2008,Northern Border Cargo,2014,ISR,30,Box/Carton,Alstroemeria,MI Port Huron
2009,Northern Border Cargo,2014,ISR,28,Box/Carton,Dianthus,MI Port Huron
2010,Northern Border Cargo,2014,ISR,18,Box/Carton,Chrysanthemum,MI Port Huron
2011,Northern Border Cargo,2014,ISR,66,Box/Carton,Zantedeschia,MI Port Huron
2012,Northern Border Cargo,2014,ISR,80,Box/Carton,Alstroemeria,MI Port Huron
2013,Northern Border Cargo,2014,ISR,17,Box/Carton,Aster,MI Port Huron
2014,Northern Border Cargo,2014,ISR,87,Box/Carton,Limonium,MI Port Huron
2015,Northern Border Cargo,2014,ISR,18,Box/Carton,Dianthus (mini),MI Port Huron
2016,Northern Border Cargo,2014,ISR,42,Box/Carton,Eryngium,MI Port Huron
2017,Northern Border Cargo,2014,ISR,8,Box/Carton,Antirrhinum,MI Port Huron
2018,Northern Border Cargo,2014,ITA,16,Box/Carton,Ornithogalum,MI Port Huron
2019,Northern Border Cargo,2014,ITA,27,Box/Carton,Dianthus (mini),MI Port Huron
2020,Northern Border Cargo,2014,KEN,135,Box/Carton,Aster,MI Port Huron
2021,Northern Border Cargo,2014,MEX,46,Box/Carton,Lilium,MI Port Huron
2022,Northern Border Cargo,2014,MEX,54,Box/Carton,Limonium,MI Port Huron
2023,Northern Border Cargo,2014,MEX,27,Box/Carton,Lisianthus,MI Port Huron
2024,Northern Border Cargo,2014,MEX,100,Box/Carton,Antirrhinum,MI Port Huron
2025,Northern Border Cargo,2014,MEX,9,Box/Carton,Heliconia,MI Port Huron
2026,Northern Border Cargo,2014,MEX,22,Box/Carton,"Bouquet, Mixed",MI Port Huron
2027,Northern Border Cargo,2014,MEX,15,Box/Carton,Dianthus,MI Port Huron
2028,Northern Border Cargo,2015,MEX,24,Box/Carton,Aster,MI Port Huron
2029,Northern Border Cargo,2015,MEX,11,Box/Carton,Dianthus (mini),MI Port Huron
2030,Northern Border Cargo,2015,MEX,75,Box/Carton,Alstroemeria,MI Port Huron
2031,Northern Border Cargo,2015,MEX,42,Box/Carton,Helianthus,MI Port Huron
2032,Northern Border Cargo,2015,MEX,115,Box/Carton,Chrysanthemum (pom-pon),MI Port Huron
2033,Northern Border Cargo,2015,MYS,14,Box/Carton,Asplenium,MI Port Huron
2034,Northern Border Cargo,2015,MYS,10,Box/Carton,Aster,MI Port Huron
2035,Northern Border Cargo,2015,MYS,51,Box/Carton,Amaranthus,MI Port Huron
2036,Northern Border Cargo,2015,MYS,48,Box/Carton,Veronica,MI Port Huron
2037,Northern Border Cargo,2015,MYS,16,Box/Carton,Alstroemeria,MI Port Huron
2038,Northern Border Cargo,2015,NLD,10,Box/Carton,Asparagus (fern),MI Port Huron
2039,Northern Border Cargo,2015,NLD,12,Box/Carton,Dianthus,MI Port Huron
2040,Northern Border Cargo,2015,NLD,20,Box/Carton,Gypsophila,MI Port Huron
2041,Northern Border Cargo,2015,NLD,11,Box/Carton,Liatris,MI Port Huron
2042,Northern Border Cargo,2015,NLD,100,Stems,Protea,MI Port Huron
2043,Northern Border Cargo,2015,NLD,390,Box/Carton,Cortaderia,MI Port Huron
2044,Northern Border Cargo,2015,NLD,32,Box/Carton,Antirrhinum,MI Port Huron
2045,Northern Border Cargo,2015,NLD,17940,Stems,Rosa,MI Port Huron
2046,Northern Border Cargo,2015,NLD,1440,Stems,Triticum,MI Port Huron
2047,Northern Border Cargo,2015,NLD,50,Stems,Dianthus,MI Port Huron
2048,Northern Border Cargo,2016,NLD,84,Box/Carton,Zantedeschia,MI Port Huron
2049,Northern Border Cargo,2016,NLD,8010,Box/Carton,Achillea,MI Port Huron
2050,Northern Border Cargo,2016,NLD,542,Box/Carton,Leucadendron,MI Port Huron
2051,Northern Border Cargo,2016,NLD,8,Box/Carton,Dianthus (mini),MI Port Huron
2052,Northern Border Cargo,2017,THA,800,Box/Carton,Dianthus,MI Port Huron
2053,Northern Border Cargo,2017,THA,340,Box/Carton,Zantedeschia,MI Port Huron
2054,Northern Border Cargo,2017,THA,210,Box/Carton,Lisianthus,MI Port Huron
2055,Northern Border Cargo,2017,THA,210,Box/Carton,Lepidium,MI Port Huron
2056,Northern Border Cargo,2016,NLD,330,Stems,Chrysanthemum,MI Port Huron
2057,Northern Border Cargo,2016,NLD,16,Box/Carton,Dianthus (mini),MI Port Huron
2058,Northern Border Cargo,2016,NLD,8,Box/Carton,Gerbera,MI Port Huron
2059,Northern Border Cargo,2016,NLD,15,Box/Carton,"Bouquet, Mixed",MI Port Huron
2060,Northern Border Cargo,2016,NLD,19,Box/Carton,Chrysanthemum,MI Port Huron
2061,Northern Border Cargo,2016,NLD,90,Stems,Matthiola,MI Port Huron
2062,Northern Border Cargo,2016,NLD,40,Box/Carton,Chrysanthemum,MI Port Huron
2063,Northern Border Cargo,2016,NLD,110,Box/Carton,Antirrhinum,MI Port Huron
2064,Northern Border Cargo,2016,NLD,26,Box/Carton,Ammi,MI Port Huron
2065,Northern Border Cargo,2016,NLD,15,Box/Carton,Gerbera,MI Port Huron
2066,Northern Border Cargo,2016,NLD,10,Box/Carton,Gladiolus,MI Port Huron
2067,Northern Border Cargo,2016,NLD,19,Box/Carton,Ornithogalum,MI Port Huron
2068,Northern Border Cargo,2016,NLD,15,Box/Carton,Iris,MI Port Huron
2069,Northern Border Cargo,2016,NLD,21,Box/Carton,Cymbidium,MI Port Huron
2070,Northern Border Cargo,2016,NLD,39,Box/Carton,Cymbidium,MI Port Huron
2071,Northern Border Cargo,2016,NLD,489,Box/Carton,Phalaenopsis,MI Port Huron
2072,Northern Border Cargo,2016,NLD,148,Box/Carton,"Bouquet, Mixed",MI Port Huron
2073,Northern Border Cargo,2016,NLD,2100,Box/Carton,Tulipa,MI Port Huron
2074,Northern Border Cargo,2016,NLD,200,Stems,Aster,MI Port Huron
2075,Northern Border Cargo,2016,NLD,128,Box/Carton,Zantedeschia,MI Port Huron
2076,Northern Border Cargo,2016,NZL,450,Box/Carton,Dianthus,MI Port Huron
2077,Northern Border Cargo,2016,NZL,19,Box/Carton,Delphinium,MI Port Huron
2078,Northern Border Cargo,2016,NZL,3024,Box/Carton,Brassica,MI Port Huron
2079,Northern Border Cargo,2016,NZL,2700,Box/Carton,Gerbera,MI Port Huron
2080,Northern Border Cargo,2016,NZL,92,Box/Carton,Limonium,MI Port Huron
2081,Northern Border Cargo,2016,NZL,9,Box/Carton,Chrysanthemum (pom-pon),MI Port Huron
2082,Northern Border Cargo,2017,THA,12,Box/Carton,Lepidium,MI Port Huron
2083,Northern Border Cargo,2017,THA,14,Box/Carton,Limonium,MI Port Huron
2084,Northern Border Cargo,2017,THA,10,Box/Carton,Veronica,MI Port Huron
2085,Northern Border Cargo,2017,THA,9,Box/Carton,Matthiola,MI Port Huron
2086,Northern Border Cargo,2017,THA,11,Box/Carton,Hippeastrum,MI Port Huron
2087,Northern Border Cargo,2017,THA,17,Box/Carton,Moluccella,MI Port Huron
2088,Northern Border Cargo,2017,THA,45,Box/Carton,Dianthus,MI Port Huron
2089,Northern Border Cargo,2017,THA,90,Box/Carton,Dianthus (mini),MI Port Huron
2090,Northern Border Cargo,2017,THA,12,Box/Carton,Alstroemeria,MI Port Huron
2091,Northern Border Cargo,2017,THA,8330,Box/Carton,Gerbera,MI Port Huron
2092,Northern Border Cargo,2017,THA,60,Box/Carton,Gypsophila,MI Port Huron
2093,Northern Border Cargo,2017,THA,9554,Box/Carton,Helianthus,MI Port Huron
2094,Northern Border Cargo,2017,THA,34,Box/Carton,Chrysanthemum (pom-pon),MI Port Huron
2095,Northern Border Cargo,2017,THA,82,Box/Carton,Solidago,MI Port Huron
2096,Northern Border Cargo,2017,THA,68,Box/Carton,Helianthus,MI Port Huron
2097,Northern Border Cargo,2017,THA,55,Box/Carton,Alstroemeria,MI Port Huron
2098,Northern Border Cargo,2017,THA,68,Box/Carton,"Bouquet, Rose",MI Port Huron
2099,Northern Border Cargo,2017,THA,68,Box/Carton,Dianthus,MI Port Huron
2100,Northern Border Cargo,2017,THA,52,Box/Carton,Limonium,MI Port Huron
2101,Northern Border Cargo,2017,THA,53,Box/Carton,Alstroemeria,MI Port Huron
2102,Northern Border Cargo,2017,THA,33,Box/Carton,Chrysanthemum (pom-pon),MI Port Huron
2103,Northern Border Cargo,2017,THA,34,Box/Carton,Matthiola,MI Port Huron
2104,Northern Border Cargo,2017,THA,31,Box/Carton,Liriodendron,MI Port Huron
2105,Northern Border Cargo,2017,THA,105,Box/Carton,Delphinium,MI Port Huron
2106,Northern Border Cargo,2017,THA,69,Box/Carton,Aster,MI Port Huron
2107,Northern Border Cargo,2017,THA,56,Box/Carton,Scabiosa,MI Port Huron
2108,Northern Border Cargo,2017,THA,66,Box/Carton,Solidago,MI Port Huron
2109,Northern Border Cargo,2017,THA,84,Box/Carton,Zantedeschia,MI Port Huron
2110,Northern Border Cargo,2017,THA,91,Box/Carton,Chrysanthemum (pom-pon),MI Port Huron
2111,Northern Border Cargo,2017,THA,58,Box/Carton,Antirrhinum,MI Port Huron
2112,Northern Border Cargo,2017,THA,141,Box/Carton,Aster,MI Port Huron
2113,Northern Border Cargo,2017,THA,97,Box/Carton,Delphinium,MI Port Huron
2114,Northern Border Cargo,2017,THA,100,Box/Carton,Hypericum,MI Port Huron
2115,Northern Border Cargo,2018,THA,33,Box/Carton,Ranunculus,MI Port Huron
2116,Northern Border Cargo,2018,THA,23,Box/Carton,Rosa,MI Port Huron
2117,Northern Border Cargo,2018,THA,20,Box/Carton,"Bouquet, Mixed",MI Port Huron
2118,Northern Border Cargo,2018,THA,20,Box/Carton,Hypericum,MI Port Huron
2119,Northern Border Cargo,2018,THA,100,Box/Carton,Ruscus,MI Port Huron
2120,Northern Border Cargo,2018,THA,15,Box/Carton,Cocculus,MI Port Huron
2121,Northern Border Cargo,2018,THA,15,Box/Carton,Rumohra,MI Port Huron
2122,Northern Border Cargo,2018,THA,15,Box/Carton,Chrysanthemum,MI Port Huron
2123,Northern Border Cargo,2018,THA,68,Box/Carton,Strelitzia,MI Port Huron
2124,Northern Border Cargo,2018,THA,50,Box/Carton,Eryngium,MI Port Huron
2125,Northern Border Cargo,2018,THA,1440,Stems,Agapanthus,MI Port Huron
2126,Northern Border Cargo,2018,THA,2550,Stems,Dianthus,MI Port Huron
2127,Northern Border Cargo,2018,THA,5700,Stems,Eryngium,MI Port Huron
2128,Northern Border Cargo,2018,THA,28,Box/Carton,Aster,MI Port Huron
2129,Northern Border Cargo,2018,THA,40,Box/Carton,Rosa,MI Port Huron
2130,Northern Border Cargo,2018,THA,20,Box/Carton,Zantedeschia,MI Port Huron
2131,Northern Border Cargo,2018,THA,17,Box/Carton,Rosa,MI Port Huron
2132,Northern Border Cargo,2018,THA,72,Box/Carton,Gerbera,MI Port Huron
2133,Northern Border Cargo,2018,THA,90,Box/Carton,Alstroemeria,MI Port Huron
2134,Northern Border Cargo,2018,THA,193,Box/Carton,Dianthus (mini),MI Port Huron
2135,Northern Border Cargo,2018,THA,792,Stems,Rosa,MI Port Huron
2136,Northern Border Cargo,2018,THA,500,Box/Carton,"Bouquet, Rose",MI Port Huron
2137,Northern Border Cargo,2018,THA,1050,Stems,Dianthus,MI Port Huron
2138,Northern Border Cargo,2018,THA,750,Stems,"Bouquet, Mixed",MI Port Huron
2139,Northern Border Cargo,2018,THA,4950,Stems,Rumohra,MI Port Huron
2140,Northern Border Cargo,2018,THA,87885,Stems,Chrysanthemum,MI Port Huron
2141,Northern Border Cargo,2018,THA,102,Box/Carton,Gerbera,MI Port Huron
2142,Northern Border Cargo,2018,THA,1000,Box/Carton,Moluccella,MI Port Huron
2143,Northern Border Cargo,2018,THA,1495,Box/Carton,Ranunculus,MI Port Huron
2144,Northern Border Cargo,2018,THA,67100,Stems,Hypericum,MI Port Huron
2145,Northern Border Cargo,2018,THA,1150,Box/Carton,Limonium,MI Port Huron
2146,Northern Border Cargo,2018,THA,84,Box/Carton,Solidago,MI Port Huron
2147,Northern Border Cargo,2018,THA,960,Box/Carton,Limonium,MI Port Huron
2148,Northern Border Cargo,2018,THA,112500,Stems,Helianthus,MI Port Huron
2149,Northern Border Cargo,2018,THA,3450,Stems,Lilium,MI Port Huron
2150,Northern Border Cargo,2018,THA,304,Box/Carton,Gypsophila,MI Port Huron
2151,Northern Border Cargo,2018,THA,63100,Stems,Scabiosa,MI Port Huron
2152,Northern Border Cargo,2018,THA,73792,Stems,Helianthus,MI Port Huron
2153,Northern Border Cargo,2018,THA,114350,Stems,Lysimachia,MI Port Huron
2154,Northern Border Cargo,2018,THA,1152,Box/Carton,Rosa,MI Port Huron
2155,Northern Border Cargo,2018,THA,82450,Stems,Limonium,MI Port Huron
2156,Northern Border Cargo,2018,THA,91300,Stems,Eryngium,MI Port Huron
2157,Northern Border Cargo,2018,THA,300,Box/Carton,Ranunculus,MI Port Huron
2158,Northern Border Cargo,2018,THA,40000,Stems,Gypsophila,MI Port Huron
2159,Northern Border Cargo,2018,THA,150,Box/Carton,Antirrhinum,MI Port Huron
2160,Northern Border Cargo,2018,THA,700,Stems,Aster,MI Port Huron
2161,Northern Border Cargo,2018,THA,100800,Stems,Hydrangea,MI Port Huron
2162,Northern Border Cargo,2018,THA,1104,Box/Carton,Lilium,MI Port Huron
2163,Northern Border Cargo,2018,THA,313904,Stems,Matthiola,MI Port Huron
2164,Northern Border Cargo,2018,THA,18304,Stems,Helianthus,MI Port Huron
2165,Northern Border Cargo,2018,THA,33500,Stems,Hydrangea,MI Port Huron
2166,Northern Border Cargo,2018,THA,16751,Stems,Lonicera,MI Port Huron
2167,Northern Border Cargo,2018,THA,838,Box/Carton,Ranunculus,MI Port Huron
2168,Northern Border Cargo,2018,THA,34850,Stems,Rosa,MI Port Huron
2169,Northern Border Cargo,2018,THA,2500,Stems,Zantedeschia,MI Port Huron
2170,Northern Border Cargo,2018,THA,116200,Stems,Chrysanthemum,MI Port Huron
2171,Northern Border Cargo,2018,THA,150,Stems,Rosa,MI Port Huron
2172,Northern Border Cargo,2018,THA,12500,Stems,"Bouquet, Rose",MI Port Huron
2173,Northern Border Cargo,2018,THA,172032,Stems,Rosa,MI Port Huron
2174,Northern Border Cargo,2018,THA,23500,Stems,Dianthus,MI Port Huron
2175,Northern Border Cargo,2018,THA,7500,Stems,Dianthus (mini),MI Port Huron
2176,Northern Border Cargo,2018,THA,1200,Stems,Dianthus (mini),MI Port Huron
2177,Northern Border Cargo,2018,THA,2020,Stems,Dianthus,MI Port Huron
2178,Northern Border Cargo,2018,THA,15360,Stems,Dianthus,MI Port Huron
2179,Northern Border Cargo,2018,THA,226,Stems,Rosa,MI Port Huron
2180,Northern Border Cargo,2018,THA,5925,Stems,Chrysanthemum (pom-pon),MI Port Huron
2181,Northern Border Cargo,2018,THA,34560,Stems,Gypsophila,MI Port Huron
2182,Northern Border Cargo,2018,THA,1280,Stems,Hydrangea,MI Port Huron
2183,Northern Border Cargo,2019,THA,44880,Stems,Hydrangea,MI Port Huron
2184,Northern Border Cargo,2019,THA,100,Box/Carton,Alstroemeria,MI Port Huron
2185,Northern Border Cargo,2019,THA,131,Box/Carton,Chrysanthemum,MI Port Huron
2186,Northern Border Cargo,2019,THA,34,Box/Carton,Polianthes,MI Port Huron
2187,Northern Border Cargo,2019,THA,62,Box/Carton,Protea,MI Port Huron
2188,Northern Border Cargo,2019,THA,20,Box/Carton,Chrysanthemum,MI Port Huron
2189,Northern Border Cargo,2019,THA,96,Box/Carton,Delphinium,MI Port Huron
2190,Northern Border Cargo,2019,THA,112,Box/Carton,Gerbera,MI Port Huron
2191,Northern Border Cargo,2019,THA,48,Box/Carton,Hydrangea,MI Port Huron
2192,Northern Border Cargo,2019,THA,9,Box/Carton,Dianthus (mini),MI Port Huron
2193,Northern Border Cargo,2019,THA,50,Box/Carton,"Bouquet, Mixed",MI Port Huron
2194,Northern Border Cargo,2019,THA,270,Box/Carton,Chrysanthemum (pom-pon),MI Port Huron
2195,Northern Border Cargo,2019,THA,78,Box/Carton,Rosa,MI Port Huron
2196,Northern Border Cargo,2019,THA,55,Box/Carton,Aster,MI Port Huron
2197,Northern Border Cargo,2019,THA,66,Box/Carton,Solidago,MI Port Huron
2198,Northern Border Cargo,2019,THA,12,Box/Carton,Gerbera,MI Port Huron
2199,Northern Border Cargo,2019,THA,152,Box/Carton,Helianthus,MI Port Huron
2200,Northern Border Cargo,2019,THA,2250,Box/Carton,Alstroemeria,MI Port Huron
2201,Northern Border Cargo,2019,THA,240,Box/Carton,Zantedeschia,MI Port Huron
2202,Northern Border Cargo,2019,THA,98,Box/Carton,Cocculus,MI Port Huron
2203,Northern Border Cargo,2019,THA,9,Box/Carton,Moluccella,MI Port Huron
2204,Northern Border Cargo,2019,THA,8,Box/Carton,Rumohra,MI Port Huron
2205,Northern Border Cargo,2019,THA,70,Box/Carton,Aster,MI Port Huron
2206,Northern Border Cargo,2019,THA,68,Box/Carton,"Bouquet, Mixed",MI Port Huron
2207,Northern Border Cargo,2019,THA,32,Box/Carton,Chrysanthemum (pom-pon),MI Port Huron
2208,Northern Border Cargo,2019,THA,150,Box/Carton,Hydrangea,MI Port Huron
2209,Northern Border Cargo,2019,THA,22,Box/Carton,Aster,MI Port Huron
2210,Northern Border Cargo,2019,THA,90,Box/Carton,Chrysanthemum (pom-pon),MI Port Huron
2211,Northern Border Cargo,2019,THA,9,Box/Carton,Solidago,MI Port Huron
2212,Northern Border Cargo,2019,THA,8,Box/Carton,Eryngium,MI Port Huron
2213,Northern Border Cargo,2019,THA,21,Box/Carton,Chrysanthemum,MI Port Huron
2214,Northern Border Cargo,2019,THA,18,Box/Carton,Alstroemeria,MI Port Huron
2215,Northern Border Cargo,2019,THA,16,Box/Carton,Senecio,MI Port Huron
2216,Northern Border Cargo,2019,THA,18,Box/Carton,Liriodendron,MI Port Huron
2217,Northern Border Cargo,2019,THA,21,Box/Carton,Anigozanthos,MI Port Huron
2218,Northern Border Cargo,2019,THA,47,Box/Carton,Ruscus,MI Port Huron
2219,Northern Border Cargo,2019,THA,29,Box/Carton,Antirrhinum,MI Port Huron
2220,Northern Border Cargo,2019,THA,14,Box/Carton,Aster,MI Port Huron
2221,Northern Border Cargo,2019,THA,33,Box/Carton,"Bouquet, Mixed",MI Port Huron
2222,Northern Border Cargo,2019,THA,44,Box/Carton,Antirrhinum,MI Port Huron
2223,Northern Border Cargo,2019,THA,198,Box/Carton,Godetia,MI Port Huron
2224,Northern Border Cargo,2019,THA,8,Box/Carton,Rosa,MI Port Huron
2225,Northern Border Cargo,2019,THA,480,Box/Carton,Lilium,MI Port Huron
2226,Northern Border Cargo,2019,THA,12,Box/Carton,Aster,MI Port Huron
2227,Northern Border Cargo,2019,THA,480,Box/Carton,Helianthus,MI Port Huron
2228,Northern Border Cargo,2019,THA,9,Box/Carton,Strelitzia,MI Port Huron
2229,Northern Border Cargo,2019,THA,20,Box/Carton,Aster,MI Port Huron
2230,Northern Border Cargo,2019,THA,12,Box/Carton,"Bouquet, Mixed",MI Port Huron
2231,Northern Border Cargo,2019,THA,59,Box/Carton,Zantedeschia,MI Port Huron
2232,Northern Border Cargo,2019,THA,26,Box/Carton,Ruscus,MI Port Huron
2233,Northern Border Cargo,2019,THA,10,Box/Carton,Chrysanthemum,MI Port Huron
2234,Northern Border Cargo,2019,THA,18,Box/Carton,Chrysanthemum (pom-pon),MI Port Huron
2235,Northern Border Cargo,2019,THA,31,Box/Carton,Aster,MI Port Huron
2236,Northern Border Cargo,2019,THA,30,Box/Carton,Bupleurum,MI Port Huron
2237,Northern Border Cargo,2019,THA,30,Box/Carton,Eryngium,MI Port Huron
2238,Northern Border Cargo,2019,THA,43,Box/Carton,Liatris,MI Port Huron
2239,Northern Border Cargo,2019,THA,20,Box/Carton,"Bouquet, Mixed",MI Port Huron
2240,Northern Border Cargo,2019,THA,240,Box/Carton,Zantedeschia,MI Port Huron
2241,Northern Border Cargo,2019,THA,240,Box/Carton,Lilium,MI Port Huron
2242,Northern Border Cargo,2019,THA,1050,Box/Carton,Limonium,MI Port Huron
2243,Northern Border Cargo,2019,THA,19,Box/Carton,Hypericum,MI Port Huron
2244,Northern Border Cargo,2019,THA,24,Box/Carton,Craspedia,MI Port Huron
2245,Northern Border Cargo,2019,THA,14,Box/Carton,Rosa,MI Port Huron
2246,Northern Border Cargo,2019,THA,18,Box/Carton,Anemone,MI Port Huron
2247,Northern Border Cargo,2019,THA,480,Box/Carton,Ranunculus,MI Port Huron
2248,Northern Border Cargo,2019,THA,132,Box/Carton,Aster,MI Port Huron
2249,Northern Border Cargo,2019,THA,1050,Box/Carton,Dianthus,MI Port Huron
2250,Northern Border Cargo,2019,THA,8,Box/Carton,Rosa,MI Port Huron
2251,Northern Border Cargo,2019,THA,36,Box/Carton,Lilium,MI Port Huron
2252,Northern Border Cargo,2019,THA,275,Box/Carton,Limonium,MI Port Huron
2253,Northern Border Cargo,2019,THA,10,Box/Carton,Eryngium,MI Port Huron
2254,Northern Border Cargo,2019,THA,22,Box/Carton,Delphinium,MI Port Huron
2255,Northern Border Cargo,2019,THA,1050,Box/Carton,Hypericum,MI Port Huron
2256,Northern Border Cargo,2019,THA,12,Box/Carton,Ranunculus,MI Port Huron
2257,Northern Border Cargo,2019,THA,1039,Box/Carton,Craspedia,MI Port Huron
2258,Northern Border Cargo,2019,THA,8,Box/Carton,Dianthus,MI Port Huron
2259,Northern Border Cargo,2019,THA,8,Box/Carton,Leucospermum,MI Port Huron
2260,Northern Border Cargo,2019,THA,9,Box/Carton,Gypsophila,MI Port Huron
2261,Northern Border Cargo,2019,THA,1050,Box/Carton,Brassica,MI Port Huron
2262,Northern Border Cargo,2019,THA,8,Box/Carton,Anemone,MI Port Huron
2263,Northern Border Cargo,2019,THA,18,Box/Carton,Moluccella,MI Port Huron
2264,Northern Border Cargo,2019,THA,1040,Box/Carton,Ammi,MI Port Huron
2265,Northern Border Cargo,2019,THA,11,Box/Carton,Chrysanthemum,MI Port Huron
2266,Northern Border Cargo,2019,THA,84,Box/Carton,Delphinium,MI Port Huron
2267,Northern Border Cargo,2019,THA,15,Box/Carton,"Bouquet, Rose",MI Port Huron
2268,Northern Border Cargo,2019,THA,89,Box/Carton,Alstroemeria,MI Port Huron
2269,Air Cargo,2011,AUS,108636,Stems,Chrysanthemum,MI Romulus
2270,Air Cargo,2011,AUS,1073,Stems,Gerbera,MI Romulus
2271,Air Cargo,2011,AUS,937,Stems,Delphinium,MI Romulus
2272,Air Cargo,2011,CAN,10,Box/Carton,Rosa,MI Romulus
2273,Air Cargo,2011,CAN,25,Box/Carton,Dianthus (mini),MI Romulus
2274,Air Cargo,2011,CAN,11,Box/Carton,Liatris,MI Romulus
2275,Air Cargo,2011,CAN,9,Box/Carton,Rosa,MI Romulus
2276,Air Cargo,2011,CAN,46,Box/Carton,Solidago,MI Romulus
2277,Air Cargo,2011,CAN,10,Box/Carton,"Bouquet, Mixed",MI Romulus
2278,Air Cargo,2011,CAN,12,Box/Carton,Gypsophila,MI Romulus
2279,Air Cargo,2011,CAN,12,Box/Carton,Hydrangea,MI Romulus
2280,Air Cargo,2011,CAN,16,Box/Carton,Lilium,MI Romulus
2281,Air Cargo,2011,CAN,22,Box/Carton,Moluccella,MI Romulus
2282,Air Cargo,2011,BRA,51,Box/Carton,"Bouquet, Rose",NJ Newark
2283,Air Cargo,2011,CAN,535,Box/Carton,Solidago,NJ Newark
2284,Air Cargo,2012,CAN,40000,Stems,Craspedia,NJ Newark
2285,Air Cargo,2012,CAN,60,Box/Carton,Solidago,NJ Newark
2286,Air Cargo,2012,CAN,63,Box/Carton,Lilium,NJ Newark
2287,Air Cargo,2013,GBR,12,Box/Carton,Chrysanthemum (pom-pon),NJ Newark
2288,Air Cargo,2013,GTM,19,Box/Carton,Leucadendron,NJ Newark
2289,Air Cargo,2014,GTM,8,Box/Carton,"Bouquet, Mixed",NJ Newark
2290,Air Cargo,2014,IRE,24,Box/Carton,Rosa,NJ Newark
2291,Air Cargo,2014,MEX,47,Box/Carton,Eryngium,NJ Newark
2292,Air Cargo,2014,MEX,15,Box/Carton,Alstroemeria,NJ Newark
2293,Air Cargo,2015,NLD,28,Box/Carton,"Bouquet, Mixed",NJ Newark
2294,Air Cargo,2015,NLD,10,Box/Carton,Dianthus,NJ Newark
2295,Air Cargo,2015,NLD,670,Stems,Dianthus (mini),NJ Newark
2296,Air Cargo,2015,NLD,800,Stems,Eucalyptus,NJ Newark
2297,Air Cargo,2016,NLD,28,Box/Carton,Helianthus,NJ Newark
2298,Air Cargo,2017,THA,1282,Box/Carton,Astrantia,NJ Newark
2299,Air Cargo,2017,THA,280,Box/Carton,Senecio,NJ Newark
2300,Air Cargo,2017,THA,455,Box/Carton,Delphinium,NJ Newark
2301,Air Cargo,2017,THA,17,Box/Carton,Limonium,NJ Newark
2302,Air Cargo,2017,THA,107,Box/Carton,Chrysanthemum (pom-pon),NJ Newark
2303,Air Cargo,2017,THA,107,Box/Carton,Ranunculus,NJ Newark
2304,Air Cargo,2017,THA,35,Box/Carton,Veronica,NJ Newark
